Reviews,Stars,Date,Country,Verified,corpus
"Bengaluru to London Heathrow with British Airways in World Traveller. Started badly - at check-in and gate boarding World Traveller passnegers are made to feel second-class citizens, but this seemed worse at Bengaluru (choatic) than Heathrow. The plane itself was packed to capacity, probably because this is the only direct carrier on this route. World Traveller is a 3x3x3 configuration. I had chosen an aisle seat in the centre (seat 38D) at the rear to minimise risk of disturbance from other passengers. Leg room is actually pretty good for economy and the new style of seat has plenty of space underneath. Seat width is OK. The adjustable headrest is better than that in Premium Economy (World Traveller Plus) although the seat base is hard. For a 10 hour flight I recommend sitting on the cushion. Service was variable - the VOD in my seat did not work (all I could get was the map) and one of the staff reset it (quite grudgingly I felt) 3 times without success. Thankfully a more senior staff member was able to find the only other unoccupied seat about 3 hours after takeoff. To be expected to put up with a seat without VOD for 10 hours is ridiculous - why do BA not check them after each flight? Plenty of food (breakfast after 2hrs, in then a snack box after 5hrs, then lunch after 8hrs) but, unfortunately, while I thought sitting at the rear would mean being served first, that was not the case, and by the time they got to my row all choice was gone. No connectivity in seat, only earphone socket. VOD choice quite limited compared to other airlines. Unfortunately I think that British Airways have been overtaken these days and will look to the Middle and Far Eastern carriers in future.",5,2016-07-23, United Kingdom ,False,bengaluru london heathrow british airway world traveller started badly check gate boarding world traveller passnegers made feel second class citizen seemed worse bengaluru choatic heathrow plane packed capacity probably direct carrier route world traveller x x configuration chosen aisle seat centre seat rear minimise risk disturbance passenger leg room actually pretty good economy new style seat plenty space underneath seat width ok adjustable headrest better premium economy world traveller plus although seat base hard hour flight recommend sitting cushion service variable vod seat work could get map one staff reset quite grudgingly felt time without success thankfully senior staff member able find unoccupied seat hour takeoff expected put seat without vod hour ridiculous ba check flight plenty food breakfast hr snack box hr lunch hr unfortunately thought sitting rear would mean served first case time got row choice gone connectivity seat earphone socket vod choice quite limited compared airline unfortunately think british airway overtaken day look middle far eastern carrier future
"✅ Verified Review |  Flew Bangkok to London. It's been a few years since I regularly flew business class with British Airways. I always used to look forward to the big seats, a boozy afternoon watching movies and being treated a little bit special. Fast forward and the lounges are generally borrowed from other airlines that make you feel like a second class citzien, the planes are tired with worn out interiors and all of this is reflected in other passengers dissapointment in a generally lack lustre flying experience. For better value and added smiles I've found the premium economy offering must better value for money.",1,2016-07-22, Thailand ,False,review flew bangkok london year since regularly flew business class british airway always used look forward big seat boozy afternoon watching movie treated little bit special fast forward lounge generally borrowed airline make feel like second class citzien plane tired worn interior reflected passenger dissapointment generally lack lustre flying experience better value added smile found premium economy offering must better value money
"On our recent British Airways flight from Mauritius to London, we decided to pay for an upgrade. Only to find when we got on the plane that the seats given to us were not functional. We had no entertainment on the 12 hour flight, no power to the seat so could not even read. British Airways are not willing to offer us a refund on the upgrade, as they advise their responsibility is to get us from A to B. The entertainment system are all additional and not part of the ticket price. Even though looking at their website they state ""personal entertainment system with noise-reducing headphones"" as one of the selling points for upgrading or flying premier economy. The fact that we did not even get to watch the security video is not a concern to BA. As someone who flies BA a lot, they have just lost a customer and do not care. I would avoid flying BA now. Terrible service.",5,2016-07-22, United Kingdom ,False,recent british airway flight mauritius london decided pay upgrade find got plane seat given u functional entertainment hour flight power seat could even read british airway willing offer u refund upgrade advise responsibility get u b entertainment system additional part ticket price even though looking website state personal entertainment system noise reducing headphone one selling point upgrading flying premier economy fact even get watch security video concern ba someone fly ba lot lost customer care would avoid flying ba terrible service
"Glasgow to Lisbon via London Heathrow with British Airways. Checked in on time but informed as we were about to board that there would be a delay of 1 hour. Once on board the delay became over 2 hours and we missed our connecting flight to Lisbon. Were booked on the next flight but could not get seats together in club Europe despite the high fare paid. The ""meal"" comprised 3 sandwiches and a stodgy cake. Arrived in Lisbon several hours late. Pathetic. No one in London to tell us what was happening until we arrived in the terminal 3 lounge.",10,2016-07-19, United Kingdom ,False,glasgow lisbon via london heathrow british airway checked time informed board would delay hour board delay became hour missed connecting flight lisbon booked next flight could get seat together club europe despite high fare paid meal comprised sandwich stodgy cake arrived lisbon several hour late pathetic one london tell u happening arrived terminal lounge
"✅ Verified Review |  British Airways ruined our holiday. We had a flight from Edinburgh to Prague via Heathrow booked and the flight was 70 minutes late in arriving at LHR. Therefore we missed our connecting flight and when we approached the BA customer service desk for help, the customer service advisor was disinterested, smug and extremely unhelpful. He even said he was doing me a favour by booking another flight. ",7,2016-07-18, United Kingdom ,False,review british airway ruined holiday flight edinburgh prague via heathrow booked flight minute late arriving lhr therefore missed connecting flight approached ba customer service desk help customer service advisor disinterested smug extremely unhelpful even said favour booking another flight
✅ Verified Review |  We travelled from Aberdeen to Heathrow and on to San Francisco with no issues other than very poor legroom. Even less legroom than on a local flight to Europe (Ryanair) on a 10 hour flight. On the return journey the first flight from San Francisco to Heathrow was delayed. Once on the plane the flight was ready to go when there was a further delay because the gate staff had somehow mixed up the boarding passes and had a discrepancy. So they had to physically check several passengers to make sure they were who they said they were. Very scary in view of the security situation. Then our row of 3 seats had no in-flight entertainment (row 28) The first flight attendant we talked to fobbed us off for ages and eventually admitted he could not fix it. Then the next level up flight attendant tried and finally the flight director came to see us and offered us an alcoholic drink. So we travelled for 10 hours with no entertainment. On landing at Heathrow our next flight to Aberdeen was also delayed for one hour. On complaining to BA they eventually replied offering us a voucher for 20 pounds. Not much use if you intend never to fly BA again. Shocking customer service. Avoid Heathrow and particularly BA at Heathrow.,10,2016-07-16, United Kingdom ,False,review travelled aberdeen heathrow san francisco issue poor legroom even le legroom local flight europe ryanair hour flight return journey first flight san francisco heathrow delayed plane flight ready go delay gate staff somehow mixed boarding pass discrepancy physically check several passenger make sure said scary view security situation row seat flight entertainment row first flight attendant talked fobbed u age eventually admitted could fix next level flight attendant tried finally flight director came see u offered u alcoholic drink travelled hour entertainment landing heathrow next flight aberdeen also delayed one hour complaining ba eventually replied offering u voucher pound much use intend never fly ba shocking customer service avoid heathrow particularly ba heathrow
"We spent extra to be upgraded to First to fly from London Heathrow to Dallas Fort Worth. It was definitely not worth it. The 777 has smaller first class seats, they have expanded the number of seats, too. There are now around 20. Cabin crew were young and clearly without enough experience. Quite unhelpful and it took a long time to get meals - they have been ""taught"" to do everyone individually. That doesn't work when they have expanded the number of passengers. Cabin crew clearly felt their only responsibility was to feed us. They disappeared after lunch for many hours - until it was time for tea. Which is now a meal less adequate than it used to be in Club. Further, First Class food is far from first class. Fewer choices, and what is provided is not good. Very disappointing. First Class in BA used to be restful and the food was decent.",1,2016-07-16, United States ,False,spent extra upgraded first fly london heathrow dallas fort worth definitely worth smaller first class seat expanded number seat around cabin crew young clearly without enough experience quite unhelpful took long time get meal taught everyone individually work expanded number passenger cabin crew clearly felt responsibility feed u disappeared lunch many hour time tea meal le adequate used club first class food far first class fewer choice provided good disappointing first class ba used restful food decent
"✅ Verified Review |  London Heathrow - New York JFK, BA115, First seat 1K. It was very strange to be bussed to the aircraft rather than using an airbridge, but this was due to capacity issues. I was greeted at the steps of the aircraft, taken to my seat, handed pyjamas and a wash bag and a glass of champagne. The seat was the new First with upgraded Panasonic entertainment system, I was addressed by name throughout the flight, given extra food to try as it was a half full cabin, regular top ups for drinks, and received a stellar service from a dedicated and professional crew. The new entertainment system was great and the buy for you fly service worked as my items were delivered to my seat. One of the best flights I've had for a long time, but I always believe it's down to the service.",2,2016-07-15, United Kingdom ,False,review london heathrow new york jfk ba first seat k strange bussed aircraft rather using airbridge due capacity issue greeted step aircraft taken seat handed pyjama wash bag glass champagne seat new first upgraded panasonic entertainment system addressed name throughout flight given extra food try half full cabin regular top ups drink received stellar service dedicated professional crew new entertainment system great buy fly service worked item delivered seat one best flight long time always believe service
"New York JFK - London Heathrow, BA174, Club World seat 62K. If you are travelling Club World with BA, the upper deck on the 747 is the best option for that ""private jet feel"". Seat 62K is a great seat with window lockers, more space and no one climbing over you. The food was very good and the entertainment system was the new Panasonic version with plenty of choice and improve sound and picture quality. I managed a couple of hours sleep as it was a relatively short flight.",3,2016-07-15, United Kingdom ,False,new york jfk london heathrow ba club world seat k travelling club world ba upper deck best option private jet feel seat k great seat window locker space one climbing food good entertainment system new panasonic version plenty choice improve sound picture quality managed couple hour sleep relatively short flight
"✅ Verified Review | Basel to London Heathrow with British Airways. At 11.30am I recieved a text telling me that flight BA755 departing 18:10 had been cancelled. 70 minutes later, I recieved a second message telling me that I was rebooked on flight BA749A departing 21:55. On arrival at Basel airport, I discovered the club class check in doubles as a general enquiry point. After a wait of 30 minutes whilst a stream of economy passengers' queries were dealt with, a rude and unhelpful agent checked me in. I asked if the seat 2C, I had prebooked on the cancelled flight was available and was told no, I had been allocated seat 3C and the allocation could not be changed. Seat 2C remained empty. The business lounge was at least superior to the BA one I used on my outward journey, being independantly run. Our incoming flight for BA749 was delayed leaving Heathrow finally landing at 11.25PM. At 10:30pm passengers were informed by the business lounge Concierge that we must clear passport control and be in line at the gate by 11:00pm as the airport closes at midnight so a rapid turnround was needed. The flight eventually pushed back from the stand at 23:50. I wonder if this was a ploy by BA to avoid paying compensation for a 3 hour delay. On board we met by profuse apologies from the captain and cabin staff, although no no reason for the delay was given. Certainly not BA's finest hour.",1,2016-07-14, United Kingdom ,False,review basel london heathrow british airway recieved text telling flight ba departing cancelled minute later recieved second message telling rebooked flight ba departing arrival basel airport discovered club class check double general enquiry point wait minute whilst stream economy passenger query dealt rude unhelpful agent checked asked seat c prebooked cancelled flight available told allocated seat c allocation could changed seat c remained empty business lounge least superior ba one used outward journey independantly run incoming flight ba delayed leaving heathrow finally landing pm pm passenger informed business lounge concierge must clear passport control line gate pm airport close midnight rapid turnround needed flight eventually pushed back stand wonder ploy ba avoid paying compensation hour delay board met profuse apology captain cabin staff although reason delay given certainly ba finest hour
"Flew British Airways from London to Calgary. Flight from B gates at T5, lounge there so much better than in main terminal, but poor selection of food mid-afternoon. First time on Dreamliner. Was ok but not noticeably a major improvement from 747 other than the IFE which was excellent. Had the steak main course which was the best of a bad bunch. Late takeoff and most of time made up. Have seen the damning comments on here about slipping standards but my recent experiences have been good.",8,2016-07-14, United Kingdom ,False,flew british airway london calgary flight b gate lounge much better main terminal poor selection food mid afternoon first time dreamliner ok noticeably major improvement ife excellent steak main course best bad bunch late takeoff time made seen damning comment slipping standard recent experience good
"✅ Verified Review |  London Heathrow to Boston. My complaint is about the service and rudeness of the British Airways boarding staff. Priority boarding lane had over 50 people waiting while no one was in line for the general boarding. When I tried to attract the attention of the attendant, he addressed me with such rudeness and disregard. His words were ""you are not the only First class passenger"" and kept ranting even after I left his station. This is not acceptable in any situation. I cannot believe this just happened. Will never set foot in another BA flight.",7,2016-07-13, United Kingdom ,False,review london heathrow boston complaint service rudeness british airway boarding staff priority boarding lane people waiting one line general boarding tried attract attention attendant addressed rudeness disregard word first class passenger kept ranting even left station acceptable situation cannot believe happened never set foot another ba flight
"London Heathrow to Zurich - after reading all the negative reviews about British Airways, I was apprehensive as I had not flown on British Airways in over 10 years. I kept my expectations low. And I was not disappointed. Yes, the business class lounge at Terminal 5 was jammed with people. I did find a place at the far end to sit and charge up my phone. The large glass panes afford a panoramic view of the surrounding area and a section of the runways. A good variety of food and drinks but hard to move around given the crowds. The bathrooms could do with more frequent cleaning. As for the flight, it left and arrived on time. I was served a cold chicken salad (no choices) and a dessert and a selection of drinks were offered. The flight attendant servicing the business class section was solicitous. Pilot kept us informed of weather and flight direction. A large monitor in the cabin revealed and updated the flight route. For a relatively short flight, service was fine. True the seats were not larger, nor was leg space more but the middle seat had been covered by a tray and thus empty. Was able to board the plane first and disembark first and had my carry-on bags with me all the time. In sum, a matter-of-fact efficient trip that took me to my destination in good shape and on time.",6,2016-07-13, United States ,False,london heathrow zurich reading negative review british airway apprehensive flown british airway year kept expectation low disappointed yes business class lounge terminal jammed people find place far end sit charge phone large glass pane afford panoramic view surrounding area section runway good variety food drink hard move around given crowd bathroom could frequent cleaning flight left arrived time served cold chicken salad choice dessert selection drink offered flight attendant servicing business class section solicitous pilot kept u informed weather flight direction large monitor cabin revealed updated flight route relatively short flight service fine true seat larger leg space middle seat covered tray thus empty able board plane first disembark first carry bag time sum matter fact efficient trip took destination good shape time
"✅ Verified Review |  Sadly British Airways Business Class, London Heathrow to Geneva is no longer worth any extra cost. I'm only 185cm and can't sit comfortably and relax without being sideways. In addition to Chamonix we have homes in London and Telluride, Colorado and BA lost us as customers for quite a few years on the LHR to DEN, 777 service, again because of the ridiculous seat forward/backward seat configuration in Business Class, that requires us or someone else to climb over us to get out of the seat during the flight. Therefore we flew Air NZ (much, much better flight if a little inconvenient) to LAX (6-8 return flights a year) and suffered longer on United to get to our destination as BA Business was so bad. Fortunately they now have a 747 on the LHR to DEN service where we can fly First Class which we are using, but it would only take another airline to do this route for us to move away from the ageing cabin staff and extremely average service.
",8,2016-07-13, United Kingdom ,False,review sadly british airway business class london heathrow geneva longer worth extra cost cm sit comfortably relax without sideways addition chamonix home london telluride colorado ba lost u customer quite year lhr den service ridiculous seat forward backward seat configuration business class requires u someone else climb u get seat flight therefore flew air nz much much better flight little inconvenient lax return flight year suffered longer united get destination ba business bad fortunately lhr den service fly first class using would take another airline route u move away ageing cabin staff extremely average service
"British Airways flight from Amsterdam to London in an Airbus 320, nothing special about this club europe, seats and legroom are similar to economy class, but they do not sell the middle seat in business, I would not buy a business class ticket for only club europe, it is not worth it. I do not understand why everyone is so excited about the lounge at T5, this is the third time I have been there, it was packed with families with screaming kids and you almost have to fight for a seat, that can not be the purpose of a business class lounge. Onboard we quickly found out that this was a very old plane, dirty carpet and torn upholstery on the seats. Food was poor, dirty cutlery that we had to keep if we wanted a dessert. I took a glass of wine with my dinner, when I asked for a second one I was told that they were out of that one, finally after fifteen minutes he came back with a new bottle. The crew did not make us feel that we were valued customers in business class. BA club world is not value for money.",6,2016-07-12, Netherlands ,False,british airway flight amsterdam london airbus nothing special club europe seat legroom similar economy class sell middle seat business would buy business class ticket club europe worth understand everyone excited lounge third time packed family screaming kid almost fight seat purpose business class lounge onboard quickly found old plane dirty carpet torn upholstery seat food poor dirty cutlery keep wanted dessert took glass wine dinner asked second one told one finally fifteen minute came back new bottle crew make u feel valued customer business class ba club world value money
"I'm extremely disappointed with British Airways and how their service has diminished. My daughter arrived at Milan airport today to catch a 6am flight to London Heathrow and then connecting to Mexico City. She is still at the airport after 12 hours. The fligth to London was cancelled. There was only one person at the counter in Milan and no employee told any of the passengers about the flight cancellation. Customers were furious, screaming at the lonely representative, because British Airways was not giving any answers or solving the problem. My daughter missed her flight, was not offered a meal, a hotel room and only given the option to fly with Iberia through Madrid and then connect to Mexico City. Her bag was sent to a distant belt and was never told she had to pick it up and retrieve her luggage. This has been a total disaster. I had also paid for a good seat on her long flight to Mexico City, and now I will have to write and complain and wait for a refund. British Airways was an excellent airline, until suddenly everything changed. On my last trip my bag never arrived at Heathrow, I was given a short connection time therefore I lost my next flight. I encountered a very rude lady at the customer service counter and I had to stay at Heathrow to get the same flight 24 hours later. I will never use them again until they improve or change their service. ",7,2016-07-11, United States ,False,extremely disappointed british airway service diminished daughter arrived milan airport today catch flight london heathrow connecting mexico city still airport hour fligth london cancelled one person counter milan employee told passenger flight cancellation customer furious screaming lonely representative british airway giving answer solving problem daughter missed flight offered meal hotel room given option fly iberia madrid connect mexico city bag sent distant belt never told pick retrieve luggage total disaster also paid good seat long flight mexico city write complain wait refund british airway excellent airline suddenly everything changed last trip bag never arrived heathrow given short connection time therefore lost next flight encountered rude lady customer service counter stay heathrow get flight hour later never use improve change service
"✅ Verified Review | London Heathrow to Budapest with British Airways. I did not choose BA for this flight. It was arranged by my cruise tour operator. Online check in ok. Bag drop agent surly and unhelpful. Terminal 3 lounge chaotic. Tables grubby and cluttered with dirty plates and glasses. At 10.00am in the morning the only food available was stale croissants. Servers in the lounge unhelpful and reluctant to produce champagne when requested. Boarding process was the BA chaos I have come to expect. Why do BA gate staff show so much resentment towards premium passagers. New club seating is atrocious. No better than economy with centre seat empty. No drink offered on boarding. Economy passagers access past club section via a very narrow aisle most carrying or dragging oversized cabin baggage. Late take off due to mix up over economy seat allocations, and late arrival of passengers needing wheelchair assistance. Seat very uncomfortable. Little legroom and too much recline available to seat in front. The only saving point was the cabin manager whose hardwork and helpfulness was not matched by her workshy crew. Where do BA recruit such useless staff, and are they specially trained to have no customer focus? BA is certainly not my airline of choice. Many lessons can be learned from their no frills competitors.",7,2016-07-10, United Kingdom ,False,review london heathrow budapest british airway choose ba flight arranged cruise tour operator online check ok bag drop agent surly unhelpful terminal lounge chaotic table grubby cluttered dirty plate glass morning food available stale croissant server lounge unhelpful reluctant produce champagne requested boarding process ba chaos come expect ba gate staff show much resentment towards premium passagers new club seating atrocious better economy centre seat empty drink offered boarding economy passagers access past club section via narrow aisle carrying dragging oversized cabin baggage late take due mix economy seat allocation late arrival passenger needing wheelchair assistance seat uncomfortable little legroom much recline available seat front saving point cabin manager whose hardwork helpfulness matched workshy crew ba recruit useless staff specially trained customer focus ba certainly airline choice many lesson learned frill competitor
"✅ Verified Review |  
The British Airways Club Europe (Business) product is dreadful value for money. The lounge in Geneva airport was fine but busy as previous flights had been delayed. Boarding wasn't done by priority, just a free for all at the gate - fine but nothing special. My real issue is with the offering on-board: no special seats, just the middle seat of three left free. We were then served a 'meal' of a few lettuce leaves, two tomatoes, two bits of cheese and a piece of chicken - really BA? To top it off we were on a remote stand at Heathrow and it took a long time to get the transfer bus to us. Just not worth it on every level. ",8,2016-07-10, United Kingdom ,False,review british airway club europe business product dreadful value money lounge geneva airport fine busy previous flight delayed boarding done priority free gate fine nothing special real issue offering board special seat middle seat three left free served meal lettuce leaf two tomato two bit cheese piece chicken really ba top remote stand heathrow took long time get transfer bus u worth every level
British Airways standards have dropped dramatically. My flight from Heathrow to New York JFK was awful. Passengers were not given a hand towel or a menu before the dinner service. I was only given one choice of meal. The interior of the aircraft looked worn and shoddy (there was litter on the ground when entering the aircraft) with the onboard entertainment system on the aircraft outdated to say the least (there were limited choices available and the screen which was scratched kept flickering throughout the flight). Even the blanket and pillow looked as though it had had too many washes. The exterior of the aircraft was also dirty and unkept. Staff on board appeared far from athletic. British Airways are falling far behind the level of service provided by the top tier Far East and Middle Eastern airlines. Not impressed at all.,8,2016-07-10, United States ,False,british airway standard dropped dramatically flight heathrow new york jfk awful passenger given hand towel menu dinner service given one choice meal interior aircraft looked worn shoddy litter ground entering aircraft onboard entertainment system aircraft outdated say least limited choice available screen scratched kept flickering throughout flight even blanket pillow looked though many wash exterior aircraft also dirty unkept staff board appeared far athletic british airway falling far behind level service provided top tier far east middle eastern airline impressed
"✅ Verified Review |  Flew London Heathrow to Bangkok via Kuala Lumpur and return. We resented having to pay £66 just to reserve our seats, but that we did and on our way back we decided not as a principle. I would suggest British Airways should not behave like a no frills airlines, your name and brand mean much more than those cheap airlines. So please stop charging people extras when they have booked and paid. I will come back to fly with you when you have decided to realise your reputation as a honest airline and not like other cheap rate greedy airlines. I might be just one customer, but one customer's review can't be read by many.
",6,2016-07-10, United Kingdom ,False,review flew london heathrow bangkok via kuala lumpur return resented pay reserve seat way back decided principle would suggest british airway behave like frill airline name brand mean much cheap airline please stop charging people extra booked paid come back fly decided realise reputation honest airline like cheap rate greedy airline might one customer one customer review read many
"Refusing to pay £73 pp to reserve seats in Business Class (a stunt more worthy of Ryanair) I checked in two passengers online 20 minutes after online check in opened only to find that one seat was in row 7 and the other in row 11. There was no option to change seats and no phone contact given. I tried to phone the British Airways Kuala Lumpur office but the number given would not connect. I then went to the BA Office listed in Kuala Lumpur only to find it had been closed and moved to another location in Ampang Park. Still having asked several people no one knew of a BA office. Arriving at the airport I was told the flight was full but a change of seats might be possible once on board, which proved to be the case. But I then found myself next to a family with three very small children. Although the parents did what they could to amuse the children it was always going to difficult during a 13 hour flight. It was a long night and a very difficult flight. The sight of young children in nappies wandering around is not what I expected in business class. All in all it was a flight in flying nursery which I would rather forget. I now know why other reviewers on this site have used the acronym BA - Better Avoid. Business class beware.",10,2016-07-08, United Kingdom ,False,refusing pay pp reserve seat business class stunt worthy ryanair checked two passenger online minute online check opened find one seat row row option change seat phone contact given tried phone british airway kuala lumpur office number given would connect went ba office listed kuala lumpur find closed moved another location ampang park still asked several people one knew ba office arriving airport told flight full change seat might possible board proved case found next family three small child although parent could amuse child always going difficult hour flight long night difficult flight sight young child nappy wandering around expected business class flight flying nursery would rather forget know reviewer site used acronym ba better avoid business class beware
"Having flown on an Emirates and Thai A380 I had high hopes for a great experience on British Airways. Not so. The lounge in Johannesburg was packed and the space in general was claustrophobic. Onboard I am used to personalised greetings and warm smiles with a glass or two of fine champagne within minutes of arriving. It took BA cabin crew until the final seconds of boarding to offer any drinks, and they certainly disappeared before a second drink could be requested. Business configuration is far from personal with someone sitting directly opposite you. Seats are extremely uncomfortable for what is business class. At meal time a member of cabin crew came and kicked closed a drawer that was part of my seat. No decorum at all. I have had better service on easyjet. Very difficult to sleep as the person adjacent to the seat in front of mine had to climb over my legs to get out into the aisle. Terrible. No way BA.",5,2016-07-08, Switzerland ,False,flown emirate thai high hope great experience british airway lounge johannesburg packed space general claustrophobic onboard used personalised greeting warm smile glass two fine champagne within minute arriving took ba cabin crew final second boarding offer drink certainly disappeared second drink could requested business configuration far personal someone sitting directly opposite seat extremely uncomfortable business class meal time member cabin crew came kicked closed drawer part seat decorum better service easyjet difficult sleep person adjacent seat front mine climb leg get aisle terrible way ba
"Toronto to Entebbe via London with British Airways. I was quite impressed with British Airways, they were fairly generous with the amount of food they offered as well as the selection of inflight movies and games. The staff were never rude or unprofessional and the flights were all on time.",5,2016-07-07, United Kingdom ,False,oronto entebbe via london british airway quite impressed british airway fairly generous amount food offered well selection inflight movie game staff never rude unprofessional flight time
"✅ Verified Review |  Absolute appalling service received by British Airways, I had a morning flight from Amsterdam to London which they cancelled for fog, the flight was for 10am and even though the weather was clear by 9.30 am, they refused to book me on another flight until 10pm - not even a meal was offered to me all that time. I was in the airport from 7am till 9pm, that is for over 14 hours, and was told it was weather and out of their hands, even though they had over 10 flights to London over the period. I was shocked by the treatment given the way I held the airline in high esteem, to the point that I have now refused to purchase any flight via them or related to them since that time even if the have the cheapest tickets and only direct route.",1,2016-07-06, United Kingdom ,False,review absolute appalling service received british airway morning flight amsterdam london cancelled fog flight even though weather clear refused book another flight pm even meal offered time airport till pm hour told weather hand even though flight london period shocked treatment given way held airline high esteem point refused purchase flight via related since time even cheapest ticket direct route
✅ Verified Review |  Cannot believe how bad British Airways was. We arrived very early at the airport in Kuala Lumpur to catch a flight to London in premium economy. They would not allow us to check in online and we soon discovered why. The flight was massively overbooked. There are 39 seats in premium economy and they had overbooked by 10. There was a long queue of passengers in economy also who could not get seats. This is utterly irresponsible. Very few people book a long haul flight across the world and fail to show up without cancelling. We were told by the manager that this happens almost every night. Not a single employee of British Airways was there to manage the situation. It was left to the poor Malaysia Airlines handling staff as agents to try to deal with it. They have offered us an economy seat on another airline with miserable compensation for a journey which would take 7 hours longer. They refused reasonable requests to give us an upgrade on the way home or to offer any other form of compensation. It is all very well for airlines to want to maximise profits but a good airline must care just a little for its passengers. British Airways has lost my business forever.,1,2016-07-02, Australia ,False,review cannot believe bad british airway arrived early airport kuala lumpur catch flight london premium economy would allow u check online soon discovered flight massively overbooked seat premium economy overbooked long queue passenger economy also could get seat utterly irresponsible people book long haul flight across world fail show without cancelling told manager happens almost every night single employee british airway manage situation left poor malaysia airline handling staff agent try deal offered u economy seat another airline miserable compensation journey would take hour longer refused reasonable request give u upgrade way home offer form compensation well airline want maximise profit good airline must care little passenger british airway lost business forever
"Zurich to London Heathrow with British Airways. The lounge at Zurich was fine. Reasonable selection of food and booze albeit a shared lounge. Given the number of flights on this sector one wonders why BA could not have a small personalised set up. But we are talking about BA where nothing is ""normal"". Flight was rammed. I doubt if you could get a field mouse on the plane it was so full. The plane left 25 minutes late - but with a couple of gin and tonics on the way I could not care less. Seats, the usual cramped 3 into 2 configuration that is unique to BA regional business class. A lousy set up. FA's were very friendly and provided great customer service. I complained about the high numbers of economy passengers hijacking the Club Europe WCs. I am not a snob by any means - but given I paid about £450 - one way for the ticket, surely ease of use for the loo is not unreasonable. FAs were sympathetic and I filled out a complaint card. All in all not bad, apart from the miserable seat and not being able to get off the plane quickly.",1,2016-07-01, United Kingdom ,False,zurich london heathrow british airway lounge zurich fine reasonable selection food booze albeit shared lounge given number flight sector one wonder ba could small personalised set talking ba nothing normal flight rammed doubt could get field mouse plane full plane left minute late couple gin tonic way could care le seat usual cramped configuration unique ba regional business class lousy set fa friendly provided great customer service complained high number economy passenger hijacking club europe wcs snob mean given paid one way ticket surely ease use loo unreasonable fa sympathetic filled complaint card bad apart miserable seat able get plane quickly
"✅ Verified Review | First class flight from London Gatwick to St Lucia with British Airways. First lounge at Gatwick was being refurbished but there was a temp replacement lounge offered by No.1 which was actually superior to to the old BA one. Flight left on time and arrived 15 minutes early which is always a pleasant surprise. The seats in first may not be quite as impressive as other airlines but they are still very comfortable and spacious. Inflight entertainment was very good with an excellent selection of movies. Two areas stood out on this flight - the first was the exceptional cabin crew who managed to pamper and constantly cater to your every need without being overbearing. Most importantly they all seemed genuinely motivated to make the experience on board a pleasant one. The next one (and I cannot believe I am saying this) was the food which was actually very good indeed and a stark contrast to previous flights in CW and First. It might have been a fluke but having just flown back in Business from St Lucia, the service and food was just as good. Perhaps BA are finally listening to their customers!",1,2016-06-30, United Kingdom ,False,review first class flight london gatwick st lucia british airway first lounge gatwick refurbished temp replacement lounge offered actually superior old ba one flight left time arrived minute early always pleasant surprise seat first may quite impressive airline still comfortable spacious inflight entertainment good excellent selection movie two area stood flight first exceptional cabin crew managed pamper constantly cater every need without overbearing importantly seemed genuinely motivated make experience board pleasant one next one cannot believe saying food actually good indeed stark contrast previous flight cw first might fluke flown back business st lucia service food good perhaps ba finally listening customer
